screen_share_duration,banking_app_opened,new_beneficiary,transaction_amount,app_switch_count,session_duration,time_between_events,known_assistant,first_time_assistance,transaction_velocity,navigation_back_count,authentication_event,assistance_history,label,label_name
133.3,1,1,17499.33,6,290.9,2.93,1,0,1.48,10,1,0,1,SUSPICIOUS
422.9,1,1,14994.4,10,529.4,1.19,0,1,3.86,12,1,0,2,COACHED_SCAM
0.0,1,0,2543.98,2,212.4,3.15,0,0,0.38,1,1,0,0,LEGITIMATE
530.9,1,0,13838.63,1,729.0,3.98,1,0,0.34,2,1,12,0,LEGITIMATE
342.1,1,1,368735.01,16,353.3,1.38,0,1,1.58,7,1,0,2,COACHED_SCAM
0.0,1,0,1660.47,2,181.5,4.7,0,0,0.14,1,1,0,0,LEGITIMATE
737.4,1,1,310199.07,9,837.3,1.83,0,1,2.64,9,1,0,2,COACHED_SCAM
0.0,1,0,586.89,1,373.5,5.81,0,0,0.19,0,1,0,0,LEGITIMATE
0.0,1,0,1638.33,2,203.3,3.52,0,0,0.63,0,1,0,0,LEGITIMATE
0.0,1,1,33217.35,2,228.9,3.1,1,0,0.95,11,1,0,1,SUSPICIOUS
0.0,1,0,3234.4,3,364.9,4.99,0,0,0.12,2,1,0,0,LEGITIMATE
380.0,1,0,11689.19,4,616.8,9.31,1,0,0.13,4,1,2,0,LEGITIMATE
443.9,1,1,208547.28,14,508.6,2.31,0,1,1.57,9,1,0,2,COACHED_SCAM
239.7,1,1,305511.17,14,338.5,2.43,0,1,1.57,7,0,0,2,COACHED_SCAM
329.5,1,0,184588.41,13,351.0,0.4,0,1,2.59,13,1,0,2,COACHED_SCAM
0.0,1,0,586.66,1,235.2,4.92,0,0,0.25,0,1,0,0,LEGITIMATE
93.9,1,0,11014.57,1,390.5,6.02,1,0,0.24,2,1,7,0,LEGITIMATE
376.6,1,1,138645.46,14,455.7,1.45,0,1,3.48,11,1,0,2,COACHED_SCAM
0.0,1,1,1703.74,1,159.7,4.82,0,0,0.13,1,1,0,0,LEGITIMATE
233.5,1,0,31608.01,2,565.7,2.23,0,1,1.58,3,1,0,1,SUSPICIOUS
0.0,1,1,24998.68,8,400.9,3.3,1,0,1.48,7,1,1,1,SUSPICIOUS
0.0,1,1,59308.31,0,72.6,3.78,0,0,0.11,0,1,0,0,LEGITIMATE
215.8,1,0,14060.54,2,430.4,9.22,1,0,0.29,0,1,3,0,LEGITIMATE
217.2,1,0,432934.95,17,266.9,1.43,0,1,2.2,6,1,0,2,COACHED_SCAM
0.0,1,0,3310.63,0,356.9,7.75,0,0,0.23,2,1,0,0,LEGITIMATE
399.7,1,1,7373.97,14,419.4,2.62,0,1,2.52,6,1,0,2,COACHED_SCAM
0.0,1,0,3015.09,1,84.8,1.68,0,0,0.16,0,1,0,0,LEGITIMATE
0.0,1,0,683.2,1,309.1,4.3,0,0,0.05,2,1,0,0,LEGITIMATE
345.9,1,0,66364.11,4,396.0,3.54,1,0,0.71,1,1,10,0,LEGITIMATE
0.0,1,0,7539.57,5,293.9,2.67,1,0,0.93,5,1,1,1,SUSPICIOUS
0.0,1,0,3614.88,2,121.0,4.54,0,0,0.39,1,1,0,0,LEGITIMATE
0.0,1,0,7743.09,0,264.4,6.59,0,0,0.12,2,1,0,0,LEGITIMATE
0.0,1,0,2845.48,2,121.9,4.01,0,0,0.12,2,1,0,0,LEGITIMATE
0.0,1,0,34701.58,2,216.0,3.38,0,0,0.27,4,1,0,0,LEGITIMATE
309.8,1,1,119551.6,11,336.1,1.15,0,1,3.35,13,1,0,2,COACHED_SCAM
0.0,1,0,9521.91,7,413.8,1.93,0,1,1.19,7,1,1,1,SUSPICIOUS
0.0,1,0,2948.78,1,157.3,4.0,0,0,0.39,0,1,2,0,LEGITIMATE
113.1,1,0,3547.34,4,190.1,3.75,0,1,0.55,1,1,0,1,SUSPICIOUS
0.0,1,0,81459.73,4,287.3,2.51,0,0,2.01,2,1,0,1,SUSPICIOUS
144.6,1,0,546.93,3,222.6,5.35,1,1,0.69,1,1,0,0,LEGITIMATE
0.0,1,0,4827.98,0,153.1,4.03,0,0,0.68,2,1,1,0,LEGITIMATE
0.0,1,0,3266.18,0,151.7,4.48,0,0,0.2,0,1,0,0,LEGITIMATE
88.1,1,0,4652.7,4,137.4,4.87,0,1,0.55,1,1,0,1,SUSPICIOUS
0.0,1,0,1687.13,2,141.2,3.44,0,0,0.12,1,1,0,0,LEGITIMATE
0.0,1,1,70122.23,9,686.2,2.39,0,0,2.65,2,1,0,1,SUSPICIOUS
325.3,1,0,3524.92,5,377.2,4.01,0,1,0.4,1,0,0,1,SUSPICIOUS
218.8,1,1,413105.91,15,274.0,1.64,0,1,4.46,9,1,0,2,COACHED_SCAM
0.0,1,0,2360.35,2,368.0,9.43,0,0,0.35,3,1,0,0,LEGITIMATE
178.5,1,1,105314.86,14,189.9,0.79,0,1,4.49,8,1,0,2,COACHED_SCAM
0.0,1,0,1741.56,4,58.6,3.42,0,0,0.19,1,1,0,0,LEGITIMATE
199.3,1,0,4712.52,1,359.7,3.94,0,1,0.6,0,1,0,1,SUSPICIOUS
0.0,1,0,1271.83,0,276.4,1.67,0,0,0.13,0,1,1,0,LEGITIMATE
0.0,1,1,10185.84,0,119.5,1.56,0,0,0.19,1,1,0,0,LEGITIMATE
116.3,1,1,28942.62,7,166.3,2.02,0,1,1.23,1,1,0,1,SUSPICIOUS
244.3,1,1,158363.32,16,330.1,1.64,0,1,2.93,10,0,0,2,COACHED_SCAM
120.3,1,0,36709.91,8,291.6,3.44,0,1,1.97,8,1,0,1,SUSPICIOUS
0.0,1,0,241835.76,0,352.8,2.25,0,0,0.2,2,1,0,0,LEGITIMATE
0.0,1,0,78.46,0,198.8,5.34,0,0,1.12,0,1,2,0,LEGITIMATE
0.0,1,0,3828.78,0,128.8,5.41,0,0,0.56,0,1,0,0,LEGITIMATE
98.6,1,0,4453.74,7,221.8,2.25,0,0,1.7,7,1,1,1,SUSPICIOUS
0.0,1,1,1637.69,1,169.5,4.6,0,0,0.22,0,1,2,0,LEGITIMATE
0.0,1,0,43499.48,6,386.1,2.42,0,0,1.87,2,1,0,1,SUSPICIOUS
37.5,1,1,6928.62,7,264.2,2.89,0,1,1.12,5,1,0,1,SUSPICIOUS
0.0,1,0,36464.6,4,169.5,2.45,0,1,1.99,5,1,0,1,SUSPICIOUS
632.4,1,1,434503.99,13,704.3,2.0,0,1,1.82,8,1,0,2,COACHED_SCAM
0.0,1,0,1719.39,1,92.0,3.0,0,0,0.31,0,1,0,0,LEGITIMATE
0.0,1,0,1979.66,1,222.4,4.21,0,0,0.18,1,1,0,0,LEGITIMATE
0.0,1,1,356.52,1,83.1,4.1,0,0,0.05,1,1,0,0,LEGITIMATE
0.0,1,0,2765.04,2,66.8,3.97,0,0,0.76,3,1,0,0,LEGITIMATE
0.0,1,0,2929.59,2,105.5,3.32,0,0,0.74,1,1,0,0,LEGITIMATE
0.0,1,1,1414.52,1,152.3,3.38,0,0,0.28,0,1,0,0,LEGITIMATE
346.0,0,0,4888.75,2,537.9,3.34,0,1,0.33,0,1,0,1,SUSPICIOUS
0.0,1,1,1234.37,1,320.5,4.69,0,0,0.53,1,1,0,0,LEGITIMATE
0.0,1,0,2089.59,1,162.6,4.96,0,0,0.19,1,1,0,0,LEGITIMATE
0.0,1,0,92431.18,2,297.9,1.54,0,0,2.91,1,1,0,1,SUSPICIOUS
177.3,1,1,33281.48,7,291.5,2.12,0,1,1.5,4,1,0,1,SUSPICIOUS
0.0,1,0,873.85,2,456.5,7.82,0,0,0.35,3,1,0,0,LEGITIMATE
311.8,1,1,80439.84,8,325.6,2.0,0,1,3.18,8,1,0,2,COACHED_SCAM
0.0,1,0,54149.22,3,270.7,2.7,0,0,0.06,0,1,2,0,LEGITIMATE
0.0,1,0,8203.46,1,52.4,4.31,0,0,0.1,2,1,0,0,LEGITIMATE
0.0,1,0,2389.27,2,126.7,2.77,0,0,0.16,2,1,0,0,LEGITIMATE
0.0,1,1,61805.6,7,441.3,2.21,0,0,1.55,3,1,0,2,COACHED_SCAM
0.0,1,0,4468.21,3,150.2,3.07,0,0,0.24,1,1,0,0,LEGITIMATE
0.0,1,1,1314.28,0,301.2,2.33,0,0,0.16,0,1,0,0,LEGITIMATE
255.3,1,0,23668.15,2,315.6,5.12,1,1,0.8,1,1,0,0,LEGITIMATE
0.0,1,0,665.04,2,140.8,2.69,0,0,0.15,0,1,0,0,LEGITIMATE
363.6,1,0,8305.7,1,406.0,3.89,1,0,0.35,2,0,11,0,LEGITIMATE
876.3,1,1,215760.82,11,960.3,1.22,0,1,1.82,9,1,0,2,COACHED_SCAM
183.0,1,1,14675.93,4,409.8,2.39,0,1,0.93,2,1,0,1,SUSPICIOUS
0.0,1,0,12236.08,2,532.3,4.97,0,0,0.2,4,1,0,0,LEGITIMATE
339.0,1,1,166238.5,10,456.1,2.09,0,1,3.47,8,1,0,2,COACHED_SCAM
102.7,1,1,20463.55,6,173.2,2.62,0,1,1.62,3,1,0,1,SUSPICIOUS
0.0,1,0,3300.12,1,135.5,3.66,0,0,0.1,2,1,0,0,LEGITIMATE
211.1,1,1,5993.41,9,287.1,2.51,0,1,4.26,7,1,0,2,COACHED_SCAM
49.8,1,1,22310.31,4,97.1,3.95,0,1,0.74,3,1,0,1,SUSPICIOUS
0.0,1,0,647.85,1,282.6,2.89,0,0,0.6,1,1,0,0,LEGITIMATE
0.0,1,1,66922.66,4,263.8,1.68,0,0,2.15,4,1,0,1,SUSPICIOUS
245.1,1,1,2783.94,3,279.3,2.82,1,1,0.57,1,1,0,0,LEGITIMATE
424.9,1,1,89094.17,14,487.1,1.08,0,1,3.28,11,1,0,2,COACHED_SCAM
0.0,1,0,747.39,0,251.0,3.23,0,0,0.17,1,1,0,0,LEGITIMATE
183.5,1,1,17413.8,3,316.8,4.84,1,1,0.21,1,1,0,1,SUSPICIOUS
104.3,1,0,21693.5,5,225.4,2.51,0,1,0.65,2,1,0,1,SUSPICIOUS
0.0,1,1,90710.31,2,134.8,1.8,0,0,0.74,1,1,1,0,LEGITIMATE
351.7,1,1,77991.18,14,367.9,1.0,0,1,4.43,12,1,0,2,COACHED_SCAM
286.4,1,1,10719.81,11,338.0,2.88,0,1,3.64,7,1,0,2,COACHED_SCAM
0.0,1,0,3435.05,0,243.4,4.88,0,0,0.3,1,1,0,0,LEGITIMATE
0.0,1,0,336.95,0,101.4,3.14,0,0,0.15,0,1,0,0,LEGITIMATE
0.0,1,0,553.51,0,128.8,3.09,0,0,0.66,2,0,0,0,LEGITIMATE
0.0,1,1,1917.44,0,208.2,1.74,0,0,0.13,1,1,0,0,LEGITIMATE
0.0,1,0,2399.92,4,337.6,4.4,0,0,0.25,1,0,0,0,LEGITIMATE
0.0,1,0,1675.51,5,414.4,4.09,0,0,0.31,3,1,1,1,SUSPICIOUS
0.0,1,0,6820.8,2,194.4,3.34,0,0,1.08,1,1,0,0,LEGITIMATE
255.1,1,0,66080.67,4,389.1,1.81,1,1,0.26,0,1,0,0,LEGITIMATE
0.0,1,0,1493.97,1,311.4,3.98,0,0,0.08,1,1,0,0,LEGITIMATE
508.4,1,1,10421.43,10,528.0,1.64,0,1,4.44,10,1,0,2,COACHED_SCAM
390.8,1,1,152172.82,12,540.9,1.33,0,1,1.88,8,1,0,2,COACHED_SCAM
0.0,1,0,78543.79,6,216.7,2.4,0,0,2.7,5,1,0,1,SUSPICIOUS
0.0,1,0,1231.0,0,157.3,2.55,0,0,0.11,0,1,0,0,LEGITIMATE
0.0,1,0,1638.12,2,196.3,3.12,0,0,0.46,1,1,0,0,LEGITIMATE
0.0,1,0,4888.65,0,225.8,4.39,0,0,0.7,0,1,2,0,LEGITIMATE
155.5,1,0,6402.43,3,275.4,8.05,1,1,0.07,4,1,0,0,LEGITIMATE
0.0,1,1,1030.46,2,185.6,3.47,0,0,0.06,1,1,0,0,LEGITIMATE
0.0,1,0,288.89,1,154.9,5.08,0,0,0.11,0,1,0,0,LEGITIMATE
0.0,1,0,2069.18,1,256.1,2.86,0,0,0.59,3,1,0,0,LEGITIMATE
342.8,1,1,474730.55,10,472.8,2.01,0,1,3.05,7,1,0,2,COACHED_SCAM
313.6,1,1,971.11,11,341.4,1.83,0,1,4.22,8,1,0,2,COACHED_SCAM
122.2,1,0,1687.86,1,235.3,2.62,0,1,0.86,0,1,0,1,SUSPICIOUS
323.5,1,0,12677.89,1,365.1,3.87,1,0,0.62,1,1,10,0,LEGITIMATE
0.0,0,0,27255.53,3,82.7,3.21,0,0,0.05,1,1,2,0,LEGITIMATE
0.0,1,1,720.8,0,485.1,5.98,0,0,0.4,5,1,0,0,LEGITIMATE
535.3,1,1,374029.8,20,816.0,1.66,0,1,2.88,9,1,0,2,COACHED_SCAM
0.0,1,0,1839.6,4,179.3,3.54,0,0,0.16,1,1,0,0,LEGITIMATE
264.1,1,0,3992.65,3,361.0,2.54,0,1,0.82,1,1,0,1,SUSPICIOUS
0.0,1,0,1105.64,0,99.8,4.33,0,0,0.07,0,1,1,0,LEGITIMATE
178.9,1,0,17803.23,3,238.7,2.21,0,1,0.84,1,1,0,1,SUSPICIOUS
240.5,1,1,313402.95,10,266.3,2.21,0,1,3.89,16,1,0,2,COACHED_SCAM
293.9,1,0,12394.97,2,355.2,3.78,1,0,0.68,1,1,11,0,LEGITIMATE
0.0,1,0,877.58,1,112.9,1.2,0,0,0.3,0,0,0,0,LEGITIMATE
0.0,1,0,935.3,1,509.5,2.74,0,0,0.34,1,1,0,0,LEGITIMATE
0.0,1,0,3247.63,4,77.7,4.74,0,0,0.1,0,1,0,0,LEGITIMATE
0.0,1,0,1767.8,2,196.8,3.96,0,0,0.22,0,1,0,0,LEGITIMATE
214.6,1,1,411970.59,11,240.2,3.4,0,1,2.87,10,1,0,2,COACHED_SCAM
0.0,1,1,3166.06,0,141.3,4.85,0,0,0.14,2,1,0,0,LEGITIMATE
0.0,1,0,1287.65,0,76.4,4.09,0,0,0.89,1,1,0,0,LEGITIMATE
0.0,1,1,13166.32,1,661.2,7.0,0,0,0.09,2,1,0,0,LEGITIMATE
0.0,1,0,1416.02,1,243.1,4.68,0,0,0.6,1,1,0,0,LEGITIMATE
0.0,1,0,8007.81,2,402.0,6.63,0,0,0.22,3,1,0,0,LEGITIMATE
225.0,1,0,24832.87,3,369.7,5.12,1,1,0.63,0,1,0,0,LEGITIMATE
130.9,1,0,18640.86,3,182.1,5.19,1,0,0.66,2,1,7,0,LEGITIMATE
520.8,1,1,344463.69,10,784.0,1.43,0,1,4.31,4,1,0,2,COACHED_SCAM
499.4,0,1,991.27,15,642.1,2.97,0,1,2.47,7,1,0,2,COACHED_SCAM
83.7,1,0,2813.97,1,128.3,4.71,0,1,0.44,1,1,0,1,SUSPICIOUS
415.1,1,1,416114.34,14,636.7,1.45,0,1,4.37,8,1,0,2,COACHED_SCAM
0.0,1,0,1847.17,1,155.9,2.95,0,0,0.12,0,1,0,0,LEGITIMATE
67.4,1,0,4058.7,2,458.5,5.75,1,0,0.17,5,1,3,0,LEGITIMATE
0.0,1,0,79360.06,7,233.7,1.74,0,0,2.1,4,1,0,1,SUSPICIOUS
0.0,1,0,1036.93,1,115.4,3.26,0,0,0.18,1,1,2,0,LEGITIMATE
0.0,1,0,4516.88,0,244.9,2.6,0,0,0.23,1,1,0,0,LEGITIMATE
349.9,1,0,3682.94,1,598.4,5.29,1,0,0.35,3,1,3,0,LEGITIMATE
90.3,1,1,28774.36,6,167.0,2.47,0,1,1.52,3,1,0,1,SUSPICIOUS
0.0,1,0,966.93,1,171.3,6.09,0,0,0.33,2,1,0,0,LEGITIMATE
0.0,1,0,3754.46,0,88.3,3.26,0,0,0.34,1,1,0,0,LEGITIMATE
111.9,1,0,3601.17,4,202.6,2.92,0,1,0.26,5,1,0,0,LEGITIMATE
213.8,1,1,388058.69,15,307.2,2.13,0,1,4.18,10,1,0,2,COACHED_SCAM
218.3,1,0,5251.25,3,358.5,3.94,1,0,0.64,0,1,5,0,LEGITIMATE
0.0,1,0,76130.72,0,166.9,4.4,0,0,0.11,0,1,0,0,LEGITIMATE
0.0,1,0,4084.98,1,247.6,3.51,0,0,0.27,0,1,1,0,LEGITIMATE
37.8,1,0,20830.48,4,148.5,2.04,1,0,0.84,4,0,0,1,SUSPICIOUS
0.0,1,1,59629.03,6,399.0,1.73,0,0,2.12,6,1,0,1,SUSPICIOUS
266.8,1,1,6548.45,3,409.4,4.52,0,1,0.97,1,1,0,1,SUSPICIOUS
286.1,1,0,3203.61,3,338.4,4.23,1,0,0.16,3,1,12,0,LEGITIMATE
784.1,1,1,150096.57,16,842.2,1.87,0,1,1.56,9,1,0,2,COACHED_SCAM
0.0,1,0,2259.28,1,113.8,2.61,0,0,0.07,0,1,0,0,LEGITIMATE
344.8,1,0,4697.44,1,563.9,4.68,0,1,0.55,1,1,0,1,SUSPICIOUS
0.0,1,0,2079.91,0,171.6,4.38,0,0,0.76,2,1,1,0,LEGITIMATE
0.0,1,1,39435.64,4,271.9,2.08,0,0,2.12,7,0,0,1,SUSPICIOUS
351.6,1,1,219048.1,14,436.0,2.42,0,1,3.83,7,1,0,2,COACHED_SCAM
292.1,1,0,345098.68,17,422.6,1.93,0,1,2.89,11,1,0,2,COACHED_SCAM
0.0,1,0,65143.26,1,325.9,3.06,0,0,0.11,0,1,1,0,LEGITIMATE
0.0,1,0,2881.04,0,254.8,4.26,0,0,0.06,2,1,0,0,LEGITIMATE
0.0,1,0,351.94,1,111.1,3.59,0,0,0.19,2,1,1,0,LEGITIMATE
0.0,1,1,12140.0,1,159.0,3.05,0,0,0.08,1,1,0,0,LEGITIMATE
0.0,1,0,3292.82,0,170.3,3.02,0,0,0.13,0,1,1,0,LEGITIMATE
257.1,1,1,172920.77,10,348.7,2.93,0,1,3.51,14,1,0,2,COACHED_SCAM
247.0,1,1,301090.75,18,284.9,1.89,0,1,3.89,8,1,0,2,COACHED_SCAM
0.0,1,1,554.42,1,209.9,4.67,0,0,0.19,0,1,0,0,LEGITIMATE
339.5,1,1,26975.77,4,554.1,3.53,0,1,0.99,3,1,0,1,SUSPICIOUS
0.0,1,1,109.52,3,211.9,3.42,0,0,0.13,1,1,0,0,LEGITIMATE
184.3,1,1,8568.23,7,304.4,2.59,0,1,0.83,3,1,0,1,SUSPICIOUS
0.0,1,0,1432.31,3,287.3,3.95,0,0,0.23,0,1,0,0,LEGITIMATE
0.0,1,0,3115.33,3,83.7,5.39,0,0,0.09,2,1,0,0,LEGITIMATE
0.0,1,0,852.49,0,232.6,4.23,0,0,0.59,0,1,2,0,LEGITIMATE
176.7,1,0,3519.17,2,209.9,4.02,0,1,0.49,2,0,0,1,SUSPICIOUS
0.0,1,0,74825.39,0,130.2,5.16,0,0,0.08,1,1,0,0,LEGITIMATE
140.2,1,0,31705.29,3,310.3,2.87,0,0,1.54,10,1,1,1,SUSPICIOUS
0.0,1,0,367.5,0,103.5,2.83,0,0,0.41,0,1,0,0,LEGITIMATE
0.0,1,1,51958.68,6,426.9,1.69,0,0,1.98,4,1,0,1,SUSPICIOUS
0.0,1,1,520.15,1,62.2,4.08,0,0,0.21,0,1,0,0,LEGITIMATE
0.0,1,0,1358.99,2,152.3,5.05,0,0,0.26,0,1,2,0,LEGITIMATE
0.0,1,0,1021.15,0,195.0,3.51,0,0,0.31,2,1,0,0,LEGITIMATE
0.0,1,0,13718.18,5,113.0,2.24,1,0,1.18,9,1,1,1,SUSPICIOUS
61.3,1,0,25474.93,3,184.2,3.03,0,1,1.65,2,1,0,1,SUSPICIOUS
0.0,1,1,2886.98,0,117.3,3.85,0,0,0.13,2,0,1,0,LEGITIMATE
0.0,1,0,3029.96,1,164.6,5.23,0,0,0.32,1,1,0,0,LEGITIMATE
0.0,1,1,2409.23,1,296.1,2.0,0,0,0.26,0,1,0,0,LEGITIMATE
535.4,1,1,7270.62,2,702.3,5.95,1,0,0.2,2,0,11,0,LEGITIMATE
0.0,1,0,1621.94,1,72.9,3.1,0,0,0.23,1,1,1,0,LEGITIMATE
379.8,1,1,443005.76,10,444.6,2.28,0,1,4.34,3,1,0,2,COACHED_SCAM
290.4,1,1,49497.18,13,324.7,2.22,0,1,1.73,11,1,0,2,COACHED_SCAM
171.2,1,0,30150.37,6,453.1,3.56,0,1,1.08,5,0,0,0,LEGITIMATE
0.0,1,0,2701.31,2,116.3,4.55,0,0,0.2,0,1,0,0,LEGITIMATE
0.0,1,0,316.1,0,61.0,3.07,0,0,0.17,0,1,0,0,LEGITIMATE
0.0,1,0,2421.81,2,107.4,4.12,0,0,0.14,1,1,0,0,LEGITIMATE
163.2,1,0,2651.89,6,230.9,3.37,0,1,0.74,1,1,0,1,SUSPICIOUS
0.0,1,0,81496.92,4,272.1,1.76,0,0,2.67,3,1,0,1,SUSPICIOUS
247.1,1,1,475881.35,12,368.8,3.38,0,1,1.41,8,1,0,2,COACHED_SCAM
0.0,1,0,2188.71,2,247.2,4.4,0,0,0.24,0,1,0,0,LEGITIMATE
0.0,1,0,171787.93,1,218.8,3.91,0,0,0.24,0,1,0,0,LEGITIMATE
125.5,1,0,18412.14,1,350.6,4.65,0,1,1.7,2,1,0,1,SUSPICIOUS
0.0,1,0,6470.41,8,446.6,2.6,0,1,1.26,8,1,0,1,SUSPICIOUS
280.2,1,1,77944.41,1,472.1,2.39,1,0,0.11,0,1,7,0,LEGITIMATE
0.0,1,0,2311.76,3,120.6,3.09,0,0,0.34,1,0,0,0,LEGITIMATE
0.0,1,1,20997.25,5,220.7,2.21,0,0,2.9,3,1,0,1,SUSPICIOUS
0.0,1,1,2908.08,2,85.8,2.44,0,0,0.12,0,0,1,0,LEGITIMATE
262.0,1,0,1959.62,1,297.4,3.55,0,1,0.23,0,0,0,1,SUSPICIOUS
354.5,1,1,18265.34,15,387.8,1.31,0,1,2.91,8,1,0,2,COACHED_SCAM
0.0,1,1,1471.11,1,140.0,3.62,0,0,0.17,4,1,0,0,LEGITIMATE
0.0,1,0,6367.35,2,755.8,2.5,0,0,0.27,2,0,0,0,LEGITIMATE
210.9,1,0,24262.53,0,365.9,2.58,1,0,0.43,2,1,1,0,LEGITIMATE
0.0,1,0,4467.52,0,101.6,4.51,0,0,0.13,0,1,0,0,LEGITIMATE
0.0,1,0,616.61,0,93.3,5.24,0,0,0.31,1,0,0,0,LEGITIMATE
277.8,1,1,465530.1,13,395.3,2.24,0,1,3.44,13,0,0,2,COACHED_SCAM
0.0,1,1,597.87,1,149.3,2.11,0,0,0.97,2,1,0,0,LEGITIMATE
476.6,1,1,390270.95,8,562.0,1.33,0,1,1.48,4,1,0,2,COACHED_SCAM
0.0,1,0,3467.76,1,96.2,3.69,0,0,0.1,1,1,0,0,LEGITIMATE
324.7,1,0,1446.64,15,391.4,0.65,0,1,2.38,9,1,0,1,SUSPICIOUS
0.0,1,0,940.72,0,286.5,3.16,0,0,0.22,1,1,0,0,LEGITIMATE
0.0,1,0,722.21,1,171.1,3.22,0,0,0.14,2,1,1,0,LEGITIMATE
355.1,1,1,436160.98,10,434.2,2.01,0,1,1.67,5,1,0,2,COACHED_SCAM
0.0,1,0,6107.95,1,194.2,5.58,0,0,0.13,0,1,1,0,LEGITIMATE
0.0,1,0,4345.43,2,67.8,4.32,0,0,0.07,1,1,0,0,LEGITIMATE
0.0,1,0,1716.83,2,270.0,1.2,0,0,0.08,0,1,0,0,LEGITIMATE
479.5,1,0,840.91,11,542.4,0.7,0,1,3.92,12,1,0,2,COACHED_SCAM
0.0,1,0,2580.56,2,137.3,5.14,0,0,0.42,1,1,0,0,LEGITIMATE
0.0,1,0,29638.39,5,274.8,2.36,0,0,1.64,6,1,0,1,SUSPICIOUS
0.0,1,0,6004.55,1,144.7,3.67,0,0,0.56,2,1,1,0,LEGITIMATE
433.5,0,0,4792.43,6,531.6,3.62,0,1,0.28,2,1,0,2,COACHED_SCAM
478.8,1,1,402280.95,22,719.1,1.46,0,1,3.27,13,1,0,2,COACHED_SCAM
0.0,0,0,2126.48,2,179.7,4.92,0,0,0.46,1,1,0,0,LEGITIMATE
0.0,1,1,11610.26,1,282.9,2.65,0,0,0.21,0,0,0,0,LEGITIMATE
0.0,1,0,3152.32,3,196.4,4.29,0,0,0.21,1,1,0,0,LEGITIMATE
0.0,1,0,1196.23,2,121.0,3.52,0,0,0.16,0,1,2,0,LEGITIMATE
266.4,1,1,409258.28,12,302.6,1.78,0,1,1.73,10,1,0,2,COACHED_SCAM
190.1,1,1,58505.31,4,375.0,7.96,1,0,0.41,1,1,3,0,LEGITIMATE
0.0,1,0,3453.3,0,191.9,3.02,0,0,0.05,2,1,0,0,LEGITIMATE
0.0,1,1,23965.58,7,180.6,2.32,0,0,0.91,5,1,0,1,SUSPICIOUS
0.0,1,0,3215.09,2,92.8,3.1,0,0,0.07,2,1,0,0,LEGITIMATE
418.7,1,1,14448.33,17,475.0,2.75,0,1,3.92,8,1,0,2,COACHED_SCAM
335.9,1,0,779.86,9,345.8,2.19,0,1,2.35,8,1,0,2,COACHED_SCAM
186.9,1,1,14099.98,7,291.8,5.89,1,0,0.28,1,0,5,0,LEGITIMATE
0.0,1,0,3369.12,1,57.6,4.99,0,0,0.14,1,1,0,0,LEGITIMATE
277.7,1,1,12381.0,11,313.7,1.27,0,1,2.84,7,1,0,2,COACHED_SCAM
285.2,1,0,3395.28,4,300.4,3.22,1,0,0.21,4,1,4,0,LEGITIMATE
0.0,1,0,10935.44,1,401.6,3.48,0,0,0.1,3,0,0,0,LEGITIMATE
0.0,1,0,33441.36,4,149.7,3.34,0,1,1.61,4,1,0,1,SUSPICIOUS
0.0,1,1,80899.0,7,133.0,1.49,0,0,3.11,2,1,0,1,SUSPICIOUS
192.7,1,1,28782.48,4,492.3,3.07,0,1,0.78,3,1,0,1,SUSPICIOUS
323.8,1,0,4170.46,3,498.8,2.88,0,1,0.24,0,1,0,1,SUSPICIOUS
355.5,1,0,24301.7,5,438.3,3.47,1,0,0.48,2,1,6,0,LEGITIMATE
0.0,1,0,1712.32,1,108.1,3.48,0,0,0.22,0,1,0,0,LEGITIMATE
183.3,0,1,293689.5,13,208.3,1.94,0,1,1.99,12,1,0,2,COACHED_SCAM
0.0,1,1,32695.15,3,419.0,1.84,0,0,2.97,2,1,0,1,SUSPICIOUS
0.0,1,0,2987.24,1,162.2,4.68,0,0,0.06,0,1,0,0,LEGITIMATE
0.0,1,1,48730.29,7,266.0,1.75,0,0,2.54,3,1,0,1,SUSPICIOUS
0.0,1,0,21779.93,4,161.7,3.21,0,1,1.46,6,1,1,1,SUSPICIOUS
0.0,1,0,53760.19,8,268.0,2.27,0,0,2.81,4,1,0,1,SUSPICIOUS
0.0,1,0,7120.62,1,84.2,3.81,0,0,0.19,2,1,0,0,LEGITIMATE
214.6,1,1,97288.7,15,282.4,2.33,0,1,2.67,6,1,0,2,COACHED_SCAM
0.0,1,0,2373.19,1,175.9,3.08,0,0,0.45,0,1,0,0,LEGITIMATE
227.1,1,1,391136.32,12,272.3,1.51,0,1,1.97,11,1,0,2,COACHED_SCAM
0.0,1,0,58162.13,0,87.3,3.25,0,0,0.29,0,1,0,0,LEGITIMATE
0.0,1,0,170.85,5,179.5,4.65,0,0,0.28,2,1,1,0,LEGITIMATE
270.0,1,1,291307.61,11,291.9,1.79,0,1,4.25,10,0,0,2,COACHED_SCAM
0.0,1,0,14785.58,2,514.3,6.14,0,0,0.35,2,1,0,0,LEGITIMATE
214.9,1,1,140616.91,14,241.4,4.51,0,1,3.38,9,1,0,2,COACHED_SCAM
0.0,1,0,1783.35,2,77.3,5.31,0,0,0.43,1,1,0,0,LEGITIMATE
246.2,1,1,31776.61,8,373.5,1.85,0,1,3.22,8,1,0,2,COACHED_SCAM
